Loc+, Acap, Aexp, Arch, Cplx, Data, Docu, Flex, Ltex, Pcap, Pcon, Plex, Pmat, Prec, Pvol, Rely, Ruse, Sced, Site, Stor, Team, Time, Tool, Risk-, Effort-
1366,4,3,3,5,3,4,2,3,4,2,4,5,5,2,4,4,3,4,4,5,5,2,0,17046
573,3,3,5,5,3,3,1,2,4,2,1,6,1,5,5,5,3,3,6,5,3,4,5,38248
45,3,2,5,5,4,1,4,5,2,5,3,3,5,3,3,3,2,3,3,3,5,3,5,473
10,2,4,5,2,2,2,5,5,5,2,4,3,1,5,4,5,3,5,3,6,5,3,1,41
43,1,2,5,4,3,4,1,2,4,2,2,1,6,3,5,5,3,2,5,2,4,3,15,2386
873,3,5,6,4,5,2,2,4,5,5,2,4,2,4,2,2,3,2,5,4,5,3,0,9038
171,4,5,4,5,3,1,6,4,5,4,5,2,2,5,3,4,5,2,5,6,3,2,0,991
901,4,5,4,2,4,2,4,3,1,1,5,4,5,2,3,2,3,3,6,2,4,5,8,8509
946,3,2,4,6,3,3,6,4,3,4,3,5,5,4,1,3,5,3,4,5,4,2,3,6321
402,2,2,3,2,3,2,4,4,4,4,4,2,6,2,5,3,1,3,6,6,5,1,19,6442
1125,3,3,2,5,3,4,2,2,4,4,5,2,4,4,4,4,5,3,6,3,5,3,1,41109
1714,4,4,2,4,3,4,2,3,5,1,5,3,6,3,4,4,2,4,5,5,4,2,0,51533
80,2,3,2,3,2,2,4,4,1,3,3,1,2,4,4,5,5,3,5,2,6,4,13,2250
1457,4,1,2,5,3,3,4,3,1,4,3,4,4,4,1,4,3,3,4,4,6,2,14,38250
1004,2,3,3,2,5,1,5,1,5,4,2,1,1,3,3,3,4,3,4,4,5,4,2,25362
753,2,2,3,2,4,3,3,3,5,2,1,5,4,4,1,3,1,4,6,4,5,1,17,24975
1206,2,2,5,4,3,3,5,2,4,4,5,2,5,4,4,4,3,4,4,3,4,3,1,16437
263,2,4,3,6,2,3,5,3,4,2,2,3,6,3,1,4,2,3,4,6,4,2,7,3929
1854,1,4,5,5,2,3,1,3,2,3,4,4,5,3,4,3,4,4,6,4,6,2,19,32880
1978,3,2,5,4,4,3,2,4,3,4,5,3,3,4,2,4,2,2,6,1,4,1,7,78717
81,3,4,1,3,4,4,4,4,5,4,2,4,3,3,4,3,2,4,6,4,3,3,1,930
1996,4,2,3,2,3,2,6,3,5,3,3,5,4,3,3,4,1,3,4,4,4,3,3,23900
993,4,2,3,2,2,4,3,2,4,4,4,2,4,4,3,3,3,4,3,6,4,3,0,11841
1554,4,5,2,3,4,2,1,4,4,5,4,1,3,5,1,3,5,5,4,2,5,3,0,17183
1159,3,3,4,5,5,3,4,1,2,5,4,2,3,4,5,4,1,2,6,3,4,2,25,146370
758,3,5,1,4,3,2,4,3,2,1,5,2,4,2,3,3,3,3,5,3,6,3,4,13932
1592,2,4,2,4,3,3,6,3,3,4,3,4,3,2,1,2,3,4,5,3,6,5,4,14343
581,4,3,3,2,2,1,5,2,2,3,3,5,1,2,4,4,4,2,5,4,4,4,3,4924
1228,4,1,3,2,5,2,4,2,4,2,5,4,1,5,4,2,4,1,5,4,5,3,0,58083
552,2,3,4,5,4,5,2,1,2,4,2,2,2,3,4,3,4,4,4,2,3,3,6,32498
1928,5,4,2,5,3,5,5,1,5,3,3,5,3,5,2,4,5,3,3,3,3,1,2,46461
1781,3,5,2,3,2,4,3,2,2,2,4,5,2,4,3,5,1,2,4,2,5,3,11,122609
20,1,2,3,6,4,3,1,2,3,3,2,2,4,4,3,2,2,4,6,3,6,4,23,806
1484,1,4,3,6,4,1,4,4,3,3,3,6,4,4,2,4,4,3,4,4,5,1,14,23833
1070,5,3,4,5,5,4,3,2,3,4,3,4,4,3,2,3,2,2,5,3,4,3,0,30696
1004,4,3,4,3,3,5,3,5,2,3,2,2,2,4,1,4,4,5,5,4,3,3,0,16532
521,3,5,2,2,5,2,4,5,3,4,4,5,4,5,3,3,5,5,5,2,5,2,0,3428
291,4,2,3,4,3,3,4,4,5,5,3,1,2,5,5,3,5,2,5,2,4,2,4,6142
1730,2,2,4,4,3,3,5,2,4,2,4,6,4,4,1,4,5,5,4,4,3,2,0,17888
1341,5,5,6,2,4,2,4,5,3,2,2,4,3,3,3,4,1,1,5,6,4,3,3,12012
1679,2,1,5,3,2,2,1,5,1,5,5,3,4,4,3,5,4,2,5,5,5,4,8,33459
1240,5,5,2,4,3,2,1,3,4,2,4,2,2,4,4,2,3,4,4,4,4,4,0,15213
1553,2,5,2,5,3,2,3,3,4,2,2,5,3,3,3,2,3,2,5,2,4,2,2,49190
657,3,4,5,2,4,3,2,1,4,3,2,2,1,4,5,5,2,3,4,6,5,5,8,26422
41,3,3,5,5,3,3,6,5,2,2,2,5,3,2,2,5,1,3,4,3,4,2,12,644
676,3,4,5,5,5,1,1,4,2,5,4,3,6,4,1,2,3,3,4,2,4,4,0,7634
914,4,2,4,3,2,2,5,5,2,1,4,6,2,4,4,3,3,3,5,4,5,2,4,12113
223,5,2,5,5,3,5,5,2,5,4,5,6,5,5,4,5,1,4,3,5,6,5,12,2891
861,4,3,5,6,4,4,3,3,3,2,2,5,3,4,4,4,4,4,5,5,5,3,1,32176
402,4,4,4,4,2,4,4,3,3,3,5,1,5,4,4,6,4,2,4,4,3,1,5,8559
813,3,1,5,6,4,4,2,4,3,3,5,6,2,3,3,5,4,5,5,4,4,3,5,15036
837,3,3,6,5,3,2,3,2,2,3,3,4,3,3,3,2,2,2,6,2,3,1,10,30236
1569,3,1,1,4,4,4,6,5,1,3,1,3,5,4,2,4,3,2,4,5,4,4,7,64179
1556,3,4,5,3,4,5,1,2,4,2,2,4,2,3,4,4,4,2,5,6,6,3,0,104379
425,3,3,5,4,5,2,4,2,5,1,2,3,4,5,4,4,4,5,4,4,4,1,1,10083
606,3,4,4,2,5,3,2,1,4,2,3,2,2,3,4,2,2,3,5,1,6,2,6,40993
948,2,3,4,2,3,1,5,3,4,1,3,1,2,3,3,4,4,1,6,4,4,1,6,31414
1713,3,3,2,5,3,1,5,1,1,5,4,3,5,3,1,3,5,4,4,3,5,1,12,21605
193,3,2,1,2,5,3,2,4,3,3,4,5,3,4,1,4,1,4,4,3,4,4,5,3789
508,4,2,4,4,2,2,4,4,2,1,4,4,2,4,2,6,4,3,3,1,3,5,2,5468
970,2,4,4,4,4,4,4,3,3,2,2,4,6,3,5,5,3,4,5,3,3,2,3,43263
179,4,2,1,2,4,4,5,3,3,4,2,6,3,2,2,2,5,2,4,6,3,2,0,1124
1658,2,2,5,5,4,5,5,2,5,5,1,3,3,5,2,2,2,4,6,5,5,1,16,65902
487,1,4,2,1,3,1,5,3,2,1,1,3,3,5,4,2,3,2,4,5,3,5,7,6447
962,4,3,2,4,4,4,6,3,4,2,3,2,1,3,3,6,3,4,4,3,6,2,3,54367
1925,1,1,3,4,3,2,2,5,2,2,4,1,4,4,1,4,5,3,5,6,5,5,9,29803
1648,2,1,2,3,4,2,3,1,2,4,5,2,4,3,2,5,3,2,5,5,6,4,12,59802
1308,4,4,2,1,2,3,2,3,3,1,4,5,3,3,3,5,5,1,6,4,5,1,1,19226
1444,4,4,3,3,5,4,2,2,4,1,5,4,5,3,1,5,4,5,3,2,5,4,0,17121
607,5,3,2,2,4,3,5,3,4,2,1,4,2,3,3,5,2,4,5,5,4,5,1,9253
944,3,2,5,4,3,5,4,3,2,4,5,2,2,4,5,2,4,2,5,3,6,3,8,25419
1102,2,4,6,2,3,4,5,3,4,2,2,1,3,3,2,5,2,4,3,1,4,5,4,23696
125,4,5,4,6,4,2,2,4,2,3,2,3,1,3,1,4,3,2,5,3,4,2,5,1824
434,3,2,4,6,4,1,5,1,4,2,1,3,2,5,4,2,2,5,5,4,5,2,12,12738
1144,4,2,3,4,3,5,5,2,3,3,3,2,3,3,2,6,4,5,6,5,5,2,4,40595
968,3,5,3,2,4,4,3,2,5,3,3,2,2,3,3,3,5,1,5,6,4,1,0,14897
1701,2,4,5,2,5,4,2,3,5,5,4,3,4,3,3,6,3,4,3,5,3,2,0,22274
1470,5,3,1,1,2,2,4,5,2,5,5,2,2,2,4,6,2,2,4,4,5,3,5,9581
1462,3,2,2,2,4,5,2,3,4,1,5,3,2,3,4,2,4,2,4,2,5,3,0,75275
4,4,1,4,6,5,2,4,3,5,4,5,3,5,3,3,6,3,3,4,3,6,2,10,90
1187,3,3,4,2,4,1,3,4,3,4,2,2,4,3,2,4,4,4,5,3,3,4,0,7867
1719,2,3,3,5,3,2,1,4,4,3,4,1,4,3,3,6,2,2,5,6,5,1,15,111887
1767,3,3,1,2,4,2,4,4,5,4,2,3,6,5,5,3,3,3,3,4,6,4,4,29147
370,4,5,5,5,4,4,3,2,2,2,1,5,3,5,2,4,5,2,6,2,4,1,9,16107
673,4,2,3,4,3,2,5,4,2,1,1,5,5,4,1,5,4,1,6,4,4,1,6,31273
1994,4,1,5,6,4,5,6,3,2,1,2,6,2,2,1,5,2,3,3,2,4,2,13,126488
306,4,2,1,5,2,4,4,3,4,2,3,5,4,4,3,2,4,3,5,2,4,2,0,5450
1386,4,5,4,1,4,3,3,4,5,4,2,5,4,3,4,5,2,2,5,2,5,3,1,12401
1324,4,2,1,6,4,3,2,3,5,2,2,1,1,4,4,3,5,1,4,3,6,5,1,90553
406,4,1,4,3,3,4,3,3,3,5,5,5,5,2,3,4,2,3,5,3,3,4,2,3052
953,3,3,4,3,3,1,1,2,4,3,4,4,4,3,5,5,3,1,5,1,6,4,5,34371
1045,5,2,5,3,5,5,1,5,2,4,3,1,5,3,3,5,3,5,4,2,4,2,2,29483
734,4,2,3,4,4,4,2,5,1,4,5,3,5,2,3,5,3,3,3,4,4,3,4,9168
1446,2,2,1,2,2,2,5,3,3,3,2,3,2,4,3,2,3,2,6,5,3,4,2,25048
1264,2,4,1,1,3,2,2,3,2,3,3,3,3,4,1,6,2,4,4,4,5,4,5,26105
983,5,3,6,2,3,3,5,2,5,2,5,5,3,2,4,4,3,2,4,4,3,2,0,5786
24,1,3,4,1,3,3,2,4,2,3,3,3,1,5,5,3,2,1,5,2,5,4,18,706
198,4,4,4,1,5,3,1,5,4,4,2,5,1,4,1,4,3,4,3,2,6,2,1,1314
1593,4,2,2,3,4,5,2,3,2,4,5,3,2,4,2,4,3,5,4,2,4,2,0,68156
1505,3,3,5,3,4,2,1,4,5,3,1,1,4,3,1,5,3,4,6,6,5,4,1,28487
474,5,4,2,1,3,3,6,2,1,5,3,2,4,5,3,2,5,4,4,3,5,3,5,4062
1726,4,2,4,4,5,4,5,2,5,4,2,3,4,4,2,3,4,5,5,6,4,3,0,18546
446,1,5,3,5,4,2,3,3,5,3,2,2,2,5,3,4,4,3,4,2,5,2,9,8963
1783,3,3,4,3,5,2,1,3,4,3,2,4,4,2,4,6,2,4,5,2,5,2,3,108761
542,3,5,6,4,2,4,4,5,1,4,3,3,3,4,4,3,2,4,5,2,4,2,8,9914
1181,3,2,3,4,2,2,5,4,5,4,1,2,3,4,3,4,2,2,6,4,4,5,4,29658
1211,2,5,3,4,2,1,4,2,1,4,2,2,2,4,5,4,2,4,6,2,4,4,21,51708
416,2,4,1,2,3,2,2,4,1,1,2,6,4,5,4,6,3,5,5,2,5,4,13,16622
1658,3,1,4,3,5,1,4,1,5,4,3,5,2,3,2,2,2,4,4,4,5,4,3,18229
960,1,3,4,5,5,3,1,4,5,3,1,5,1,4,3,4,4,2,4,4,4,5,5,36732
140,4,4,5,4,3,3,5,3,4,5,5,5,1,3,2,4,4,1,3,2,4,4,0,600
1620,2,1,2,4,3,4,5,4,2,3,3,4,3,2,3,5,2,3,5,5,4,2,7,75153
1331,3,3,3,2,5,2,5,4,3,1,4,5,2,3,4,5,2,4,6,4,4,5,1,20290
857,4,1,4,2,3,3,1,3,4,2,4,3,4,3,3,5,2,2,3,4,3,4,3,16423
859,2,3,5,5,4,4,4,3,3,5,1,6,4,2,1,2,2,2,4,1,4,2,8,23530
1196,2,4,5,5,4,4,3,5,3,1,3,5,2,4,2,6,1,5,6,6,4,5,11,34507
652,3,2,5,2,5,5,4,4,3,3,4,5,3,4,4,4,5,4,5,1,6,3,2,11181
158,4,3,4,3,5,3,1,2,4,4,5,2,4,2,3,5,2,3,3,2,5,1,4,2893
312,5,3,3,3,2,3,4,2,2,5,3,1,4,3,2,2,3,3,6,5,6,2,7,4025
1745,3,3,3,2,2,3,2,3,3,5,3,3,4,2,4,2,3,1,6,2,4,3,2,29499
778,3,1,2,2,5,2,2,3,1,1,3,3,1,5,1,6,2,4,5,1,4,5,15,56340
277,2,3,3,6,3,3,3,2,4,3,3,5,4,5,1,4,4,4,5,3,3,5,2,3346
523,1,5,2,5,2,2,2,4,4,4,5,6,5,4,2,5,2,3,5,2,5,5,9,6122
1783,4,3,6,6,3,3,3,2,1,2,4,5,6,4,2,4,2,5,5,4,3,4,12,26199
487,4,2,5,3,4,4,3,2,4,1,4,1,6,3,4,2,5,2,4,5,3,4,1,7514
1372,2,1,6,2,3,5,6,5,5,4,3,2,6,4,2,3,2,1,5,3,4,4,3,16307
376,3,5,3,4,2,1,5,2,3,3,3,4,2,3,3,3,4,2,4,2,3,5,0,2896
1888,4,3,2,1,4,3,3,5,4,3,4,4,4,4,4,4,1,4,5,3,4,4,3,19734
1922,2,1,2,4,5,3,2,4,2,1,4,1,5,3,5,3,2,2,5,1,3,5,19,190124
532,3,4,5,3,3,3,5,3,4,4,3,3,3,5,2,2,4,4,4,1,5,5,0,2504
934,3,2,3,5,3,4,5,2,3,1,3,1,6,5,3,3,2,5,3,4,6,2,11,38153
947,5,2,4,5,4,2,6,4,2,4,5,5,3,2,1,3,2,2,6,2,3,2,7,9165
1423,1,3,6,4,5,3,2,2,3,3,2,4,2,4,3,2,2,3,6,4,4,4,10,104696
117,4,4,3,2,4,2,2,1,2,3,2,6,4,4,4,2,2,2,4,3,3,2,7,2670
144,5,3,4,2,3,2,5,4,4,3,5,5,5,3,2,6,3,1,4,5,4,1,0,599
765,2,4,2,4,2,2,5,4,4,3,4,1,3,5,3,5,4,5,4,5,6,3,3,11699
639,3,3,5,2,4,2,3,4,4,2,3,4,5,5,3,5,2,2,5,6,6,3,3,20236
1440,4,1,6,6,5,1,1,3,3,4,4,6,1,2,2,6,4,5,4,2,3,3,8,31607
907,4,3,2,3,5,2,5,2,1,5,3,4,5,2,4,2,2,2,5,4,6,1,18,27123
242,2,3,3,5,4,4,6,2,4,4,3,6,3,3,4,2,1,3,4,4,4,2,12,4197
369,1,4,1,6,2,2,4,3,2,4,3,5,1,3,3,5,1,1,5,2,5,3,27,26811
1742,2,2,4,5,4,2,1,2,2,1,2,2,2,2,4,4,2,2,3,5,4,4,10,118085
775,2,5,1,4,3,4,1,4,3,3,4,2,4,4,3,2,3,2,5,5,6,2,5,32595
750,4,3,5,3,3,2,1,1,3,1,3,4,2,4,5,4,5,5,5,4,4,4,2,16355
1862,3,4,5,4,3,3,6,4,2,3,2,1,5,3,3,4,3,2,6,4,5,3,4,32790
1304,2,2,2,4,3,2,2,1,4,4,5,5,5,4,3,5,2,4,3,3,5,3,7,37446
985,4,2,3,1,5,3,2,2,2,2,3,4,4,5,4,3,5,3,6,4,5,4,4,30174
43,4,3,3,3,2,3,4,3,5,3,4,6,6,3,4,2,3,2,4,1,3,3,0,205
1382,3,1,6,2,2,4,1,2,3,3,3,3,3,4,4,2,3,4,4,2,5,2,1,39984
1883,1,4,5,1,5,3,5,4,1,3,2,5,3,3,3,4,3,3,4,4,4,3,9,28474
395,4,4,4,1,5,4,3,3,2,1,4,5,6,5,3,5,1,2,4,2,6,2,12,17164
1982,4,2,4,4,5,5,2,2,4,3,4,3,3,3,3,2,4,1,6,2,3,3,0,115588
1734,3,1,4,6,4,5,2,2,3,2,3,5,5,5,2,4,3,2,4,3,6,1,12,199561
134,3,3,2,4,5,2,3,2,1,2,3,5,6,4,3,5,5,4,5,2,4,4,9,2962
220,3,3,2,5,2,2,3,3,4,1,4,5,2,3,3,3,2,4,5,3,4,5,0,2867
1615,3,2,5,4,2,1,2,2,5,2,3,5,1,4,2,5,5,3,4,2,5,1,3,38598
1974,4,2,2,4,3,4,3,2,3,2,3,2,4,2,1,4,3,5,4,2,6,2,2,91427
1537,2,1,6,1,3,3,4,3,3,2,3,5,6,3,1,5,2,4,6,2,4,2,8,25458
73,4,2,3,4,4,4,3,3,4,2,5,3,6,3,4,6,3,2,6,6,6,3,3,2145
1268,1,4,3,4,3,2,3,1,2,1,3,2,3,2,4,5,2,2,4,6,5,4,17,78187
851,5,3,5,6,5,4,1,2,3,4,2,1,2,2,5,2,5,2,5,6,6,3,7,33876
6,4,5,2,6,2,4,5,2,3,5,5,4,6,2,2,2,4,4,3,4,4,3,1,7
593,2,3,3,5,3,4,6,3,2,3,4,2,5,5,4,4,2,2,6,4,5,5,14,26112
1007,3,4,5,5,2,4,3,3,4,2,2,2,5,4,5,3,1,1,5,3,4,4,12,33738
1941,3,4,4,3,4,3,2,1,3,2,4,3,6,4,1,4,2,3,6,2,5,3,5,70213
1570,5,5,4,2,2,4,2,4,1,2,3,2,2,4,4,5,1,2,4,2,3,2,13,46057
1885,3,3,6,3,5,2,5,5,4,4,2,3,2,3,3,5,2,3,6,2,6,3,4,53063
616,1,2,1,5,4,4,4,5,1,5,5,2,3,2,4,4,3,5,5,2,5,2,21,24599
1480,4,4,4,2,3,3,2,4,2,4,2,4,3,3,4,4,5,4,6,6,5,4,3,21635
1075,5,1,2,2,5,4,4,2,3,2,5,3,4,3,4,4,2,1,4,2,5,2,5,47204
991,2,3,2,5,4,4,2,3,3,2,4,3,3,5,3,3,2,1,4,2,4,4,4,77105
1909,4,4,4,3,4,3,2,5,3,4,3,5,4,4,4,4,4,2,3,4,5,1,0,35766
1007,3,5,6,5,2,3,3,2,4,1,2,3,6,4,4,4,5,1,4,2,3,5,0,10435
76,2,3,2,4,4,1,1,2,4,4,2,2,4,4,1,3,3,3,3,4,3,4,0,615
1457,3,4,2,4,5,5,5,4,4,2,2,1,5,3,4,4,4,4,3,2,5,2,2,41800
594,4,4,5,3,4,2,4,2,5,4,5,3,5,2,1,4,1,1,4,6,3,4,0,1925
187,3,5,2,6,5,4,1,3,2,1,3,6,3,3,4,2,5,4,4,2,3,1,10,5614
1078,4,3,2,3,4,4,6,3,2,5,1,2,5,5,4,6,3,5,5,3,4,4,7,40587
1163,1,3,5,6,4,4,4,5,3,2,3,4,1,4,5,5,1,3,5,4,4,4,25,74712
1020,3,3,2,3,5,5,4,4,2,2,2,2,1,3,3,6,2,3,4,5,5,4,4,92343
1545,3,4,4,5,5,3,6,3,1,4,5,5,6,2,4,5,5,2,3,6,6,3,11,21704
1401,3,4,5,2,4,4,1,2,3,3,2,5,5,3,3,5,2,3,5,4,6,4,5,58505
769,3,4,2,5,3,3,6,4,5,5,5,4,5,3,4,3,3,4,4,1,6,2,3,10044
598,3,4,2,5,3,2,1,4,2,4,3,4,1,3,2,4,2,3,5,5,3,3,3,9442
1465,3,2,4,6,2,2,5,3,3,4,3,5,3,3,4,4,5,5,6,4,6,5,5,15587
1570,2,3,5,5,5,4,4,4,2,2,2,2,3,2,4,5,5,1,6,5,4,5,8,104890
1780,1,2,3,4,5,3,5,3,3,3,4,1,3,4,5,4,1,2,4,1,4,4,29,286526
1686,4,3,2,1,4,2,2,4,5,4,4,2,4,2,3,4,5,4,6,3,6,2,0,21655
531,1,2,3,6,4,2,4,4,5,4,2,4,4,4,5,6,2,1,6,5,5,3,23,29593
634,3,2,6,1,2,5,3,4,5,2,3,2,1,3,5,3,3,1,5,5,6,2,5,20180
1192,4,3,6,6,3,1,1,2,5,4,2,3,6,2,3,3,3,2,6,4,4,3,1,17892
1356,5,2,3,6,5,1,3,3,5,2,2,3,2,4,3,2,1,1,3,3,5,1,16,97304
1838,3,2,3,5,4,4,3,1,2,4,2,1,2,4,3,4,5,3,5,1,3,2,8,245729
1025,4,3,2,5,4,4,1,2,4,2,3,4,4,5,2,4,3,2,5,5,4,2,0,79810
1377,2,3,3,5,2,1,6,4,4,3,3,6,3,4,3,2,3,5,5,2,5,5,2,8936
1902,4,4,2,4,2,2,2,4,2,3,3,3,1,5,2,6,2,5,3,4,4,5,1,35506
1400,4,2,5,5,3,3,1,3,2,1,3,4,3,5,1,6,2,4,4,3,5,4,9,68693
269,4,2,4,3,4,2,2,5,1,3,2,5,2,3,3,5,2,3,4,5,4,2,10,5902
1604,2,2,6,4,3,3,2,5,1,4,4,1,3,3,5,4,4,2,5,4,4,5,14,57811
587,2,3,2,3,3,3,4,4,3,2,3,2,5,2,4,6,1,3,6,6,3,2,12,17794
931,1,5,1,2,3,3,5,3,1,4,2,6,5,3,2,2,2,3,5,6,4,5,14,6651
985,2,2,2,5,4,2,4,3,4,5,3,4,3,4,3,4,4,5,6,4,5,3,3,14895
16,5,3,1,4,4,2,2,1,4,3,1,5,6,4,2,3,5,4,4,5,6,4,0,122
480,4,2,2,4,2,2,2,2,2,1,5,3,5,3,3,2,4,4,5,5,6,3,3,7210
1809,3,3,2,4,3,3,4,3,3,1,4,2,6,2,1,5,1,5,4,3,4,3,5,40366
1808,3,2,3,1,4,4,6,4,3,5,4,2,2,4,5,3,2,2,6,3,6,1,14,75275
645,2,2,1,4,3,2,1,2,2,2,4,1,5,4,1,4,5,1,3,6,6,5,5,15334
1557,3,4,2,4,2,3,6,2,4,2,4,2,3,3,4,4,2,1,4,3,6,3,3,66746
1921,4,4,3,6,5,5,6,5,2,2,3,3,3,4,2,4,2,4,3,5,5,3,7,29820
1697,4,5,5,3,2,1,2,3,5,5,3,2,3,4,3,3,3,4,5,4,4,4,0,4939
190,3,4,4,5,4,4,1,2,2,4,2,3,5,3,1,6,3,4,5,5,4,4,4,4610
187,2,4,3,4,2,2,3,3,5,3,2,1,5,4,2,3,1,1,4,6,4,2,11,3177
172,3,3,6,5,4,3,5,3,3,4,4,2,2,3,3,2,3,2,6,2,6,4,4,3432
1213,2,3,4,3,2,2,3,3,1,2,4,6,6,2,2,3,2,1,3,3,5,1,15,19336
780,2,4,2,2,3,1,3,5,1,3,3,4,4,4,3,5,4,4,5,6,3,4,4,3573
1596,1,2,1,4,3,1,5,2,3,4,2,4,5,4,2,3,3,3,4,6,5,4,4,18639
455,4,4,6,4,5,4,1,4,3,2,5,4,2,3,3,6,4,3,6,1,4,1,1,15862
536,4,2,4,1,2,2,3,2,1,3,5,4,6,3,1,2,3,2,5,4,5,1,10,3226
376,3,1,3,2,2,3,5,2,2,1,3,3,5,5,2,2,1,3,4,5,4,2,12,8440
1450,4,4,5,3,3,3,6,5,2,2,4,3,6,3,4,5,1,2,4,2,4,2,6,17367
1191,2,2,4,2,4,5,3,1,5,5,2,4,4,5,1,3,4,2,4,5,6,3,2,13402
1772,5,3,1,2,4,1,4,4,4,2,4,3,5,5,2,4,1,2,6,5,5,4,4,30075
44,4,3,5,3,4,4,6,1,4,1,3,4,1,3,3,5,2,5,6,2,4,4,2,1179
585,3,4,5,3,4,4,4,4,4,4,2,5,2,5,5,6,4,4,4,3,5,3,1,11048
1672,4,2,6,4,2,5,5,3,4,2,3,6,5,5,1,2,4,4,5,4,5,5,0,6110
850,3,3,2,3,5,1,3,4,3,2,2,1,5,3,2,5,2,3,6,1,5,2,6,34199
1449,2,3,2,4,5,5,3,2,3,3,4,3,4,2,4,3,2,1,4,2,4,1,5,161835
1237,3,1,5,1,3,1,2,1,4,4,5,3,5,5,4,3,3,2,5,2,4,4,1,16940
1277,3,4,6,3,4,1,5,2,5,2,4,1,5,4,5,4,5,1,6,6,5,3,5,24131
1556,3,4,6,3,3,3,3,5,4,2,2,3,4,2,1,4,2,5,4,2,6,3,3,13038
396,1,3,5,2,4,5,3,4,5,1,5,4,4,2,5,5,4,2,3,6,5,3,5,4758
1343,2,2,3,5,2,3,4,4,2,3,3,3,2,5,2,4,3,2,3,1,6,4,8,58063
1925,2,2,6,3,3,4,1,2,4,3,3,5,2,2,4,5,2,4,4,6,3,5,4,24072
471,2,3,4,6,5,2,4,1,1,3,3,5,2,3,2,5,5,1,5,4,4,2,19,26398
1630,3,2,6,4,5,4,2,1,2,2,4,3,2,4,2,2,1,5,3,3,5,3,12,67829
267,4,4,2,4,4,3,4,3,4,3,4,5,3,4,2,4,3,5,5,4,5,4,0,3054
205,1,1,4,2,2,5,2,1,3,2,3,4,4,2,4,2,1,3,5,4,4,3,18,8722
1313,4,1,3,6,3,1,6,4,2,2,2,1,4,2,2,6,5,5,4,3,5,4,6,17695
202,1,4,4,1,5,2,2,2,2,1,4,3,4,3,4,2,3,3,3,2,5,2,8,4570
1196,2,5,5,6,3,4,5,4,4,4,4,5,3,3,4,6,5,2,4,3,5,5,3,20614
796,5,5,1,3,4,1,5,4,2,3,4,3,4,3,3,6,1,1,6,4,6,3,9,28603
547,2,2,1,5,4,2,5,4,5,4,1,3,2,3,3,3,3,2,6,1,6,3,8,39918
1680,5,5,3,2,4,2,6,2,1,2,5,1,2,4,4,5,3,3,4,5,6,3,12,33058
1186,3,5,3,4,3,2,1,2,5,2,2,5,3,2,2,2,5,2,5,4,5,3,0,15924
931,4,5,3,4,5,3,4,4,2,4,3,2,2,5,4,4,2,2,5,3,6,1,13,64441
434,3,3,5,3,3,2,3,4,3,2,3,3,4,2,2,5,3,3,5,2,4,3,0,5294
1659,1,5,2,4,4,2,2,2,4,1,2,4,4,4,3,5,2,3,5,1,5,2,12,116206
664,2,2,4,4,4,3,4,3,2,1,3,1,3,3,4,4,3,4,3,3,4,2,5,41812
1584,5,3,2,3,4,4,4,4,2,1,5,2,3,2,4,5,4,4,6,4,5,4,4,40518
1596,1,5,6,5,4,2,6,2,3,3,1,6,5,4,5,6,3,3,4,5,5,4,14,41255
171,3,3,2,6,2,2,3,3,3,4,2,2,1,4,1,3,4,2,6,6,4,4,3,2491
1062,3,2,2,4,4,3,2,4,4,4,2,5,6,2,3,3,4,4,3,2,6,4,0,9651
1765,5,4,3,5,3,3,6,2,4,4,4,3,4,4,3,5,1,5,5,6,4,2,7,27578
1404,3,3,5,5,3,1,3,2,3,2,2,6,6,4,5,5,2,2,5,6,4,4,6,30807
1341,3,1,5,5,3,5,2,5,2,3,2,5,1,5,2,6,2,4,6,3,4,2,15,94637
936,1,4,2,4,5,3,3,4,3,1,3,5,2,4,3,3,2,3,6,5,4,4,9,44528
971,3,2,5,2,3,2,2,3,4,5,1,5,3,4,3,4,4,3,3,6,5,2,0,10840
335,3,1,6,5,2,4,6,4,3,2,5,3,1,3,3,5,1,1,4,6,3,3,9,9563
239,3,5,3,4,3,2,6,2,5,2,5,6,2,4,2,3,4,4,5,3,3,1,0,1380
1332,3,3,4,2,2,2,6,4,4,3,4,5,4,3,3,5,2,3,4,4,5,3,0,10354
938,2,5,2,4,4,4,5,3,2,2,3,4,2,5,4,3,3,5,5,4,6,3,8,36539
1122,2,2,3,4,4,5,4,1,4,2,3,2,3,2,2,3,1,1,4,6,3,3,8,37516
231,4,5,5,2,2,4,3,2,3,5,3,2,2,2,5,6,2,2,5,2,3,4,5,2012
986,4,2,3,6,4,4,4,4,3,5,2,5,5,4,2,6,5,4,5,4,4,3,3,17321
445,4,5,4,2,2,3,1,4,5,2,3,6,3,2,5,4,1,1,4,1,4,3,7,4191
1454,4,4,6,3,4,3,5,3,5,3,2,5,3,4,3,2,2,2,4,1,5,3,3,24766
735,4,1,2,5,3,5,2,3,4,1,5,5,2,3,1,3,2,1,3,4,5,3,3,27985
385,2,3,4,5,4,4,4,4,4,3,1,5,3,2,5,2,3,1,3,3,5,4,4,8949
336,4,4,3,2,3,1,6,1,2,4,3,2,5,4,4,6,3,4,4,3,3,2,7,3541
1530,3,1,4,5,4,3,4,3,1,1,5,3,4,2,3,4,4,3,5,5,5,2,10,83940
